,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
28,Regular Season,2003-05-17,New England,Chicago Fire,Gillette Stadium,0,3,0,New England,2003
29,Regular Season,2003-05-17,Colorado Rapids,MetroStars,Empower Field at Mile High,0,0,2,MetroStars,2003
30,Regular Season,2003-05-17,San Jose,Columbus Crew,CEFCU Stadium,0,4,3,San Jose,2003
31,Regular Season,2003-05-24,Columbus Crew,New England,MAPFRE Stadium,0,2,3,New England,2003
32,Regular Season,2003-05-24,MetroStars,Dallas Burn,Giants Stadium,0,2,1,MetroStars,2003
33,Regular Season,2003-05-24,KC Wizards,LA Galaxy,Arrowhead Stadium,0,2,1,KC Wizards,2003
34,Regular Season,2003-05-25,Chicago Fire,Colorado Rapids,Benedetti-Wehrli Stadium,0,4,0,Chicago Fire,2003
35,Regular Season,2003-05-31,San Jose,Chicago Fire,CEFCU Stadium,0,1,4,Chicago Fire,2003
36,Regular Season,2003-05-31,Columbus Crew,MetroStars,MAPFRE Stadium,0,1,1,,2003
37,Regular Season,2003-05-31,New England,KC Wizards,Gillette Stadium,0,2,2,,2003
38,Regular Season,2003-05-31,Dallas Burn,D.C. United,Dragon Stadium,0,3,2,Dallas Burn,2003
39,Regular Season,2003-05-31,Colorado Rapids,LA Galaxy,Empower Field at Mile High,0,1,0,Colorado Rapids,2003
40,Regular Season,2003-06-07,Columbus Crew,San Jose,MAPFRE Stadium,0,1,0,Columbus Crew,2003
41,Regular Season,2003-06-07,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,0,2,0,D.C. United,2003
42,Regular Season,2003-06-07,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,0,2,0,LA Galaxy,2003
43,Regular Season,2003-06-07,KC Wizards,MetroStars,Arrowhead Stadium,0,2,1,KC Wizards,2003
44,Regular Season,2003-06-11,Colorado Rapids,D.C. United,Empower Field at Mile High,0,0,0,,2003
45,Regular Season,2003-06-14,Dallas Burn,San Jose,Dragon Stadium,0,1,2,San Jose,2003
46,Regular Season,2003-06-14,LA Galaxy,KC Wizards,Dignity Health Sports Park,0,2,1,LA Galaxy,2003
47,Regular Season,2003-06-14,MetroStars,Chicago Fire,Giants Stadium,0,2,3,Chicago Fire,2003
48,Regular Season,2003-06-14,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,0,3,0,D.C. United,2003
49,Regular Season,2003-06-14,Colorado Rapids,New England,Empower Field at Mile High,0,4,1,Colorado Rapids,2003
51,Regular Season,2003-06-18,LA Galaxy,San Jose,Dignity Health Sports Park,0,1,1,,2003
52,Regular Season,2003-06-18,Chicago Fire,Dallas Burn,Benedetti-Wehrli Stadium,0,4,1,Chicago Fire,2003
53,Regular Season,2003-06-21,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,1,1,,2003
54,Regular Season,2003-06-21,San Jose,Columbus Crew,CEFCU Stadium,0,2,1,San Jose,2003
55,Regular Season,2003-06-21,Dallas Burn,Colorado Rapids,Dragon Stadium,0,3,1,Dallas Burn,2003
56,Regular Season,2003-06-21,KC Wizards,Chicago Fire,Arrowhead Stadium,0,4,2,KC Wizards,2003
57,Regular Season,2003-06-21,MetroStars,LA Galaxy,Giants Stadium,0,1,0,MetroStars,2003
58,Regular Season,2003-06-25,Colorado Rapids,LA Galaxy,Empower Field at Mile High,0,2,2,,2003
59,Regular Season,2003-06-28,Columbus Crew,D.C. United,MAPFRE Stadium,0,3,0,Columbus Crew,2003
60,Regular Season,2003-06-28,Chicago Fire,MetroStars,Benedetti-Wehrli Stadium,0,2,1,Chicago Fire,2003
61,Regular Season,2003-06-28,New England,Colorado Rapids,Gillette Stadium,0,3,2,New England,2003
62,Regular Season,2003-06-28,LA Galaxy,Dallas Burn,Dignity Health Sports Park,0,3,0,LA Galaxy,2003
63,Regular Season,2003-06-28,San Jose,KC Wizards,CEFCU Stadium,0,0,0,,2003
64,Regular Season,2003-07-02,Dallas Burn,D.C. United,Dragon Stadium,0,1,3,D.C. United,2003
65,Regular Season,2003-07-02,MetroStars,San Jose,Giants Stadium,0,4,4,,2003
66,Regular Season,2003-07-04,LA Galaxy,New England,Dignity Health Sports Park,0,2,2,,2003
67,Regular Season,2003-07-04,Colorado Rapids,KC Wizards,Empower Field at Mile High,0,3,2,Colorado Rapids,2003
68,Regular Season,2003-07-05,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,0,2,3,MetroStars,2003
69,Regular Season,2003-07-05,San Jose,Chicago Fire,CEFCU Stadium,0,0,0,,2003
70,Regular Season,2003-07-05,Columbus Crew,Dallas Burn,MAPFRE Stadium,0,0,0,,2003
71,Regular Season,2003-07-09,LA Galaxy,Colorado Rapids,Dignity Health Sports Park,0,0,1,Colorado Rapids,2003
72,Regular Season,2003-07-12,San Jose,Colorado Rapids,CEFCU Stadium,0,0,2,Colorado Rapids,2003
73,Regular Season,2003-07-12,New England,MetroStars,Gillette Stadium,0,3,3,,2003
74,Regular Season,2003-07-12,Chicago Fire,D.C. United,Benedetti-Wehrli Stadium,0,1,2,D.C. United,2003
75,Regular Season,2003-07-12,KC Wizards,Dallas Burn,Arrowhead Stadium,0,5,1,KC Wizards,2003
77,Regular Season,2003-07-16,New England,Dallas Burn,Gillette Stadium,0,1,2,Dallas Burn,2003
78,Regular Season,2003-07-19,Chicago Fire,New England,Benedetti-Wehrli Stadium,0,3,1,Chicago Fire,2003
79,Regular Season,2003-07-19,D.C. United,San Jose,Robert F. Kennedy Memorial Stadium,0,1,2,San Jose,2003
80,Regular Season,2003-07-19,Columbus Crew,KC Wizards,MAPFRE Stadium,0,0,1,KC Wizards,2003
81,Regular Season,2003-07-19,Dallas Burn,MetroStars,Dragon Stadium,0,1,2,MetroStars,2003
82,Regular Season,2003-07-23,Columbus Crew,New England,MAPFRE Stadium,0,1,1,,2003
83,Regular Season,2003-07-26,Colorado Rapids,MetroStars,Empower Field at Mile High,0,1,0,Colorado Rapids,2003
84,Regular Season,2003-07-26,San Jose,Dallas Burn,CEFCU Stadium,0,3,0,San Jose,2003
85,Regular Season,2003-07-26,Chicago Fire,KC Wizards,Benedetti-Wehrli Stadium,0,2,0,Chicago Fire,2003
86,Regular Season,2003-07-27,New England,D.C. United,Gillette Stadium,0,2,4,D.C. United,2003
87,Regular Season,2003-07-30,LA Galaxy,Columbus Crew,Dignity Health Sports Park,0,2,1,LA Galaxy,2003
88,Regular Season,2003-08-08,KC Wizards,San Jose,Arrowhead Stadium,0,0,1,San Jose,2003
89,Regular Season,2003-08-09,D.C. United,New England,Robert F. Kennedy Memorial Stadium,0,1,0,D.C. United,2003
90,Regular Season,2003-08-09,Colorado Rapids,Dallas Burn,Empower Field at Mile High,0,2,0,Colorado Rapids,2003
91,Regular Season,2003-08-09,Chicago Fire,MetroStars,Benedetti-Wehrli Stadium,0,1,1,,2003
92,Regular Season,2003-08-09,LA Galaxy,Columbus Crew,Dignity Health Sports Park,0,3,1,LA Galaxy,2003
93,Regular Season,2003-08-13,D.C. United,Colorado Rapids,Robert F. Kennedy Memorial Stadium,0,1,0,D.C. United,2003
94,Regular Season,2003-08-13,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,2,2,,2003
95,Regular Season,2003-08-13,Dallas Burn,San Jose,Dragon Stadium,0,0,3,San Jose,2003
96,Regular Season,2003-08-13,MetroStars,KC Wizards,Giants Stadium,0,0,0,,2003
97,Regular Season,2003-08-16,New England,San Jose,Gillette Stadium,0,1,1,,2003
98,Regular Season,2003-08-16,Dallas Burn,KC Wizards,Dragon Stadium,0,3,2,Dallas Burn,2003
99,Regular Season,2003-08-16,LA Galaxy,MetroStars,Dignity Health Sports Park,0,1,1,,2003
100,Regular Season,2003-08-16,Colorado Rapids,Columbus Crew,Empower Field at Mile High,0,2,1,Colorado Rapids,2003
101,Regular Season,2003-08-16,Chicago Fire,D.C. United,Benedetti-Wehrli Stadium,0,3,1,Chicago Fire,2003
103,Regular Season,2003-08-20,Chicago Fire,LA Galaxy,Benedetti-Wehrli Stadium,0,1,0,Chicago Fire,2003
104,Regular Season,2003-08-22,KC Wizards,Colorado Rapids,Arrowhead Stadium,0,2,2,,2003
105,Regular Season,2003-08-23,Dallas Burn,Columbus Crew,Dragon Stadium,0,1,2,Columbus Crew,2003
106,Regular Season,2003-08-23,LA Galaxy,New England,Dignity Health Sports Park,0,2,1,LA Galaxy,2003
107,Regular Season,2003-08-24,San Jose,D.C. United,CEFCU Stadium,0,1,0,San Jose,2003
108,Regular Season,2003-08-24,MetroStars,Chicago Fire,Giants Stadium,0,1,2,Chicago Fire,2003
109,Regular Season,2003-08-30,LA Galaxy,Dallas Burn,Dignity Health Sports Park,0,2,1,LA Galaxy,2003
110,Regular Season,2003-08-30,New England,Chicago Fire,Gillette Stadium,0,5,1,New England,2003
111,Regular Season,2003-08-30,San Jose,Colorado Rapids,CEFCU Stadium,0,1,2,Colorado Rapids,2003
112,Regular Season,2003-08-31,Columbus Crew,KC Wizards,MAPFRE Stadium,0,1,0,Columbus Crew,2003
113,Regular Season,2003-09-06,Chicago Fire,Columbus Crew,Benedetti-Wehrli Stadium,0,1,1,,2003
114,Regular Season,2003-09-06,KC Wizards,MetroStars,Arrowhead Stadium,0,1,2,MetroStars,2003
115,Regular Season,2003-09-06,Colorado Rapids,Dallas Burn,Empower Field at Mile High,0,2,1,Colorado Rapids,2003
116,Regular Season,2003-09-06,D.C. United,LA Galaxy,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2003
117,Regular Season,2003-09-07,San Jose,New England,CEFCU Stadium,0,2,1,San Jose,2003
118,Regular Season,2003-09-13,LA Galaxy,Chicago Fire,Dignity Health Sports Park,0,0,2,Chicago Fire,2003
119,Regular Season,2003-09-13,MetroStars,New England,Giants Stadium,0,1,2,New England,2003
120,Regular Season,2003-09-13,Colorado Rapids,KC Wizards,Empower Field at Mile High,0,1,0,Colorado Rapids,2003
121,Regular Season,2003-09-13,Columbus Crew,Dallas Burn,MAPFRE Stadium,0,3,2,Columbus Crew,2003
122,Regular Season,2003-09-13,D.C. United,San Jose,Robert F. Kennedy Memorial Stadium,0,2,1,D.C. United,2003
123,Regular Season,2003-09-18,New England,Colorado Rapids,Gillette Stadium,0,0,0,,2003
124,Regular Season,2003-09-20,MetroStars,Columbus Crew,Giants Stadium,0,1,0,MetroStars,2003
125,Regular Season,2003-09-20,LA Galaxy,D.C. United,Dignity Health Sports Park,0,1,0,LA Galaxy,2003
126,Regular Season,2003-09-20,KC Wizards,San Jose,Arrowhead Stadium,0,1,4,San Jose,2003
127,Regular Season,2003-09-20,Dallas Burn,Chicago Fire,Dragon Stadium,0,2,0,Dallas Burn,2003
129,Regular Season,2003-09-25,MetroStars,D.C. United,Giants Stadium,0,0,2,D.C. United,2003
130,Regular Season,2003-09-27,San Jose,Dallas Burn,CEFCU Stadium,0,5,2,San Jose,2003
131,Regular Season,2003-09-27,LA Galaxy,KC Wizards,Dignity Health Sports Park,0,1,2,KC Wizards,2003
132,Regular Season,2003-09-28,D.C. United,MetroStars,Robert F. Kennedy Memorial Stadium,0,1,1,,2003
133,Regular Season,2003-09-28,New England,Columbus Crew,Gillette Stadium,0,3,2,New England,2003
134,Regular Season,2003-10-01,Colorado Rapids,Chicago Fire,Empower Field at Mile High,0,1,1,,2003
135,Regular Season,2003-10-04,Chicago Fire,LA Galaxy,Benedetti-Wehrli Stadium,0,2,0,Chicago Fire,2003
136,Regular Season,2003-10-04,Dallas Burn,New England,Dragon Stadium,0,1,4,New England,2003
137,Regular Season,2003-10-04,KC Wizards,Colorado Rapids,Arrowhead Stadium,0,4,2,KC Wizards,2003
138,Regular Season,2003-10-04,Columbus Crew,D.C. United,MAPFRE Stadium,0,1,1,,2003
139,Regular Season,2003-10-05,San Jose,MetroStars,CEFCU Stadium,0,0,2,MetroStars,2003
140,Regular Season,2003-10-10,Colorado Rapids,San Jose,Empower Field at Mile High,0,0,0,,2003
141,Regular Season,2003-10-10,Chicago Fire,Columbus Crew,Soldier Field,0,2,0,Chicago Fire,2003
142,Regular Season,2003-10-11,MetroStars,Dallas Burn,Giants Stadium,0,0,0,,2003
143,Regular Season,2003-10-11,New England,D.C. United,Gillette Stadium,0,1,0,New England,2003
144,Regular Season,2003-10-11,KC Wizards,LA Galaxy,Arrowhead Stadium,0,2,1,KC Wizards,2003
145,Regular Season,2003-10-18,KC Wizards,Dallas Burn,Arrowhead Stadium,0,1,0,KC Wizards,2003
146,Regular Season,2003-10-18,MetroStars,New England,Giants Stadium,0,1,2,New England,2003
147,Regular Season,2003-10-18,LA Galaxy,San Jose,Dignity Health Sports Park,0,3,0,LA Galaxy,2003
148,Regular Season,2003-10-18,Chicago Fire,Colorado Rapids,Soldier Field,0,4,3,Chicago Fire,2003
149,Regular Season,2003-10-19,D.C. United,Columbus Crew,Robert F. Kennedy Memorial Stadium,0,2,3,Columbus Crew,2003
150,Regular Season,2003-10-25,D.C. United,KC Wizards,Robert F. Kennedy Memorial Stadium,0,1,1,,2003
151,Regular Season,2003-10-25,San Jose,LA Galaxy,CEFCU Stadium,0,1,1,,2003
152,Regular Season,2003-10-25,Dallas Burn,Colorado Rapids,Dragon Stadium,0,4,3,Dallas Burn,2003
153,Regular Season,2003-10-25,New England,MetroStars,Gillette Stadium,0,5,2,New England,2003
155,Regular Season,2003-10-26,Columbus Crew,Chicago Fire,MAPFRE Stadium,0,6,2,Columbus Crew,2003
156,Conference Semifinals,2003-11-01,MetroStars,New England,Giants Stadium,10211,0,2,New England,2003
157,Conference Semifinals,2003-11-01,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,15202,0,2,Chicago Fire,2003
158,Conference Semifinals,2003-11-01,LA Galaxy,San Jose,Dignity Health Sports Park,20201,2,0,LA Galaxy,2003
159,Conference Semifinals,2003-11-04,Colorado Rapids,KC Wizards,Empower Field at Mile High,6434,1,1,,2003
160,Conference Semifinals,2003-11-08,KC Wizards,Colorado Rapids,Arrowhead Stadium,10712,2,0,KC Wizards,2003
161,Conference Semifinals,2003-11-09,Chicago Fire,D.C. United,Soldier Field,15312,2,0,Chicago Fire,2003
162,Conference Semifinals,2003-11-09,New England,MetroStars,Gillette Stadium,14823,1,1,,2003
163,Conference Semifinals,2003-11-09,San Jose,LA Galaxy,CEFCU Stadium,14145,5,2,San Jose,2003
164,Conference Finals,2003-11-14,Chicago Fire,New England,Soldier Field,14610,1,0,Chicago Fire,2003
165,Conference Finals,2003-11-15,San Jose,KC Wizards,CEFCU Stadium,16108,3,2,San Jose,2003
166,MLS Cup 2003,2003-11-23,Chicago Fire,San Jose,Dignity Health Sports Park (Neutral Site),27000,2,4,San Jose,2003
