,Round,Date,Home,Away,Venue,Attendance,GHome,GAway,Winner,Season
264,Regular Season,2014-09-10,Vancouver,San Jose,BC Place,17183,2,0,Vancouver,2014
265,Regular Season,2014-09-12,Chivas USA,Sporting KC,Dignity Health Sports Park,3933,0,4,Sporting KC,2014
266,Regular Season,2014-09-12,Seattle,Real Salt Lake,CenturyLink Field,38976,3,2,Seattle,2014
267,Regular Season,2014-09-13,Philadelphia,NY Red Bulls,Subaru Park,18091,2,2,,2014
268,Regular Season,2014-09-13,New England,Montreal Impact,Gillette Stadium,19665,2,1,New England,2014
269,Regular Season,2014-09-13,FC Dallas,Vancouver,Toyota Stadium,16792,2,1,FC Dallas,2014
270,Regular Season,2014-09-13,Chicago Fire,Toronto FC,SeatGeek Stadium,18691,1,1,,2014
271,Regular Season,2014-09-13,Houston Dynamo,Columbus Crew,BBVA Compass Stadium,20807,2,2,,2014
272,Regular Season,2014-09-13,Colorado Rapids,Portland Timbers,Dick's Sporting Goods Park,15984,2,2,,2014
273,Regular Season,2014-09-14,San Jose,LA Galaxy,Stevens Stadium,10525,1,1,,2014
274,Regular Season,2014-09-19,Real Salt Lake,Colorado Rapids,Rio Tinto Stadium,20692,5,1,Real Salt Lake,2014
275,Regular Season,2014-09-20,Portland Timbers,Vancouver,Providence Park,20814,3,0,Portland Timbers,2014
276,Regular Season,2014-09-20,Philadelphia,Houston Dynamo,Subaru Park,18462,0,0,,2014
277,Regular Season,2014-09-20,Columbus Crew,New England,MAPFRE Stadium,21318,1,0,Columbus Crew,2014
278,Regular Season,2014-09-20,Montreal Impact,San Jose,Saputo Stadium,15800,2,0,Montreal Impact,2014
279,Regular Season,2014-09-20,NY Red Bulls,Seattle,Red Bull Arena,25000,4,1,NY Red Bulls,2014
280,Regular Season,2014-09-20,Chicago Fire,D.C. United,SeatGeek Stadium,17279,3,3,,2014
281,Regular Season,2014-09-20,LA Galaxy,FC Dallas,Dignity Health Sports Park,22863,2,1,LA Galaxy,2014
282,Regular Season,2014-09-21,Toronto FC,Chivas USA,BMO Field,22591,3,0,Toronto FC,2014
283,Regular Season,2014-09-24,FC Dallas,Seattle,Toyota Stadium,14601,3,1,FC Dallas,2014
285,Regular Season,2014-09-26,Sporting KC,New England,Children's Mercy Park,19522,2,3,New England,2014
286,Regular Season,2014-09-27,Toronto FC,Portland Timbers,BMO Field,22591,3,2,Toronto FC,2014
287,Regular Season,2014-09-27,D.C. United,Philadelphia,Robert F. Kennedy Memorial Stadium,19478,1,0,D.C. United,2014
288,Regular Season,2014-09-27,Seattle,Chivas USA,CenturyLink Field,38713,4,2,Seattle,2014
289,Regular Season,2014-09-27,Vancouver,Real Salt Lake,BC Place,19395,2,1,Vancouver,2014
290,Regular Season,2014-09-27,Columbus Crew,Montreal Impact,MAPFRE Stadium,20318,2,0,Columbus Crew,2014
291,Regular Season,2014-09-27,Colorado Rapids,San Jose,Dick's Sporting Goods Park,15634,1,1,,2014
292,Regular Season,2014-09-28,Houston Dynamo,Chicago Fire,BBVA Compass Stadium,20262,2,0,Houston Dynamo,2014
293,Regular Season,2014-09-28,LA Galaxy,NY Red Bulls,Dignity Health Sports Park,25102,4,0,LA Galaxy,2014
294,Regular Season,2014-10-02,Philadelphia,Chicago Fire,Subaru Park,14838,1,1,,2014
295,Regular Season,2014-10-03,D.C. United,Sporting KC,Robert F. Kennedy Memorial Stadium,19308,0,0,,2014
296,Regular Season,2014-10-04,NY Red Bulls,Houston Dynamo,Red Bull Arena,21569,1,0,NY Red Bulls,2014
297,Regular Season,2014-10-04,Vancouver,FC Dallas,BC Place,20183,2,0,Vancouver,2014
298,Regular Season,2014-10-04,New England,Columbus Crew,Gillette Stadium,23143,2,1,New England,2014
299,Regular Season,2014-10-04,LA Galaxy,Toronto FC,Dignity Health Sports Park,24064,3,0,LA Galaxy,2014
300,Regular Season,2014-10-04,San Jose,Portland Timbers,Stevens Stadium,10525,1,2,Portland Timbers,2014
301,Regular Season,2014-10-05,Colorado Rapids,Seattle,Dick's Sporting Goods Park,17609,1,4,Seattle,2014
302,Regular Season,2014-10-05,Chicago Fire,Montreal Impact,SeatGeek Stadium,17915,0,0,,2014
303,Regular Season,2014-10-05,Chivas USA,Real Salt Lake,Dignity Health Sports Park,12271,1,0,Chivas USA,2014
304,Regular Season,2014-10-08,Toronto FC,Houston Dynamo,BMO Field,18269,0,1,Houston Dynamo,2014
305,Regular Season,2014-10-08,Portland Timbers,San Jose,Providence Park,20814,3,0,Portland Timbers,2014
306,Regular Season,2014-10-10,Sporting KC,Chicago Fire,Children's Mercy Park,18398,2,0,Sporting KC,2014
307,Regular Season,2014-10-10,Seattle,Vancouver,CenturyLink Field,55765,0,1,Vancouver,2014
308,Regular Season,2014-10-11,Montreal Impact,New England,Saputo Stadium,14389,2,2,,2014
309,Regular Season,2014-10-11,Philadelphia,Columbus Crew,Subaru Park,15849,2,3,Columbus Crew,2014
311,Regular Season,2014-10-11,NY Red Bulls,Toronto FC,Red Bull Arena,24068,3,1,NY Red Bulls,2014
312,Regular Season,2014-10-11,Real Salt Lake,San Jose,Rio Tinto Stadium,20701,2,0,Real Salt Lake,2014
313,Regular Season,2014-10-11,Chivas USA,Colorado Rapids,Dignity Health Sports Park,5033,2,1,Chivas USA,2014
314,Regular Season,2014-10-12,Houston Dynamo,D.C. United,BBVA Compass Stadium,21869,1,3,D.C. United,2014
315,Regular Season,2014-10-12,FC Dallas,LA Galaxy,Toyota Stadium,19039,2,1,FC Dallas,2014
316,Regular Season,2014-10-16,Houston Dynamo,New England,BBVA Compass Stadium,22332,1,2,New England,2014
317,Regular Season,2014-10-17,Portland Timbers,Real Salt Lake,Providence Park,20814,0,0,,2014
318,Regular Season,2014-10-18,Toronto FC,Montreal Impact,BMO Field,18329,1,1,,2014
319,Regular Season,2014-10-18,Colorado Rapids,FC Dallas,Dick's Sporting Goods Park,15274,0,1,FC Dallas,2014
320,Regular Season,2014-10-18,Philadelphia,Sporting KC,Subaru Park,18073,2,1,Philadelphia,2014
321,Regular Season,2014-10-18,D.C. United,Chicago Fire,Robert F. Kennedy Memorial Stadium,20162,2,1,D.C. United,2014
322,Regular Season,2014-10-18,San Jose,Vancouver,Stevens Stadium,10525,0,0,,2014
323,Regular Season,2014-10-19,NY Red Bulls,Columbus Crew,Red Bull Arena,20681,1,3,Columbus Crew,2014
324,Regular Season,2014-10-19,LA Galaxy,Seattle,Dignity Health Sports Park,27244,2,2,,2014
325,Regular Season,2014-10-22,Real Salt Lake,Chivas USA,Rio Tinto Stadium,20665,2,0,Real Salt Lake,2014
326,Regular Season,2014-10-24,Chicago Fire,Houston Dynamo,SeatGeek Stadium,18776,2,1,Chicago Fire,2014
327,Regular Season,2014-10-25,Seattle,LA Galaxy,CenturyLink Field,57673,2,0,Seattle,2014
328,Regular Season,2014-10-25,Montreal Impact,D.C. United,Saputo Stadium,15242,1,1,,2014
329,Regular Season,2014-10-25,New England,Toronto FC,Gillette Stadium,32766,1,0,New England,2014
330,Regular Season,2014-10-25,FC Dallas,Portland Timbers,Toyota Stadium,17231,0,2,Portland Timbers,2014
331,Regular Season,2014-10-25,Vancouver,Colorado Rapids,BC Place,21000,1,0,Vancouver,2014
332,Regular Season,2014-10-26,Columbus Crew,Philadelphia,MAPFRE Stadium,16892,2,1,Columbus Crew,2014
333,Regular Season,2014-10-26,Chivas USA,San Jose,Dignity Health Sports Park,7000,1,0,Chivas USA,2014
334,Regular Season,2014-10-26,Sporting KC,NY Red Bulls,Children's Mercy Park,19188,0,2,NY Red Bulls,2014
335,Knockout round,2014-10-29,FC Dallas,Vancouver,Toyota Stadium,10279,2,1,FC Dallas,2014
337,Knockout round,2014-10-30,NY Red Bulls,Sporting KC,Red Bull Arena,15518,2,1,NY Red Bulls,2014
338,Conference Semifinals,2014-11-01,Columbus Crew,New England,MAPFRE Stadium,9040,2,4,New England,2014
339,Conference Semifinals,2014-11-01,Real Salt Lake,LA Galaxy,Rio Tinto Stadium,20713,0,0,,2014
340,Conference Semifinals,2014-11-02,NY Red Bulls,D.C. United,Red Bull Arena,18054,2,0,NY Red Bulls,2014
341,Conference Semifinals,2014-11-02,FC Dallas,Seattle,Toyota Stadium,16112,1,1,,2014
342,Conference Semifinals,2014-11-08,D.C. United,NY Red Bulls,Robert F. Kennedy Memorial Stadium,20187,2,1,D.C. United,2014
343,Conference Semifinals,2014-11-09,New England,Columbus Crew,Gillette Stadium,20184,3,1,New England,2014
344,Conference Semifinals,2014-11-09,LA Galaxy,Real Salt Lake,Dignity Health Sports Park,27000,5,0,LA Galaxy,2014
345,Conference Semifinals,2014-11-10,Seattle,FC Dallas,CenturyLink Field,38912,0,0,,2014
346,Conference Finals,2014-11-23,NY Red Bulls,New England,Red Bull Arena,25000,1,2,New England,2014
347,Conference Finals,2014-11-23,LA Galaxy,Seattle,Dignity Health Sports Park,27000,1,0,LA Galaxy,2014
348,Conference Finals,2014-11-29,New England,NY Red Bulls,Gillette Stadium,32698,2,2,,2014
349,Conference Finals,2014-11-30,Seattle,LA Galaxy,CenturyLink Field,46758,2,1,Seattle,2014
350,MLS Cup 2014,2014-12-07,LA Galaxy,New England,Dignity Health Sports Park,27000,2,1,LA Galaxy,2014
